LTL Formula,Trace,Type,AST
G(x1 & x2 & x3 -> (x1 U x4)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];...",Negative,"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x1""), AtomicProposition(""x4""))))"
G(F(x1)) -> G(F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
G(F(x1)) -> G(F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
F(G(x1)),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"Eventually(Always(AtomicProposition(""x1"")))"
F(G(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(Always(AtomicProposition(""x1"")))"
G(F(x1)),[x1 = FALSE];[x1 = TRUE];...,Positive,"Always(Eventually(AtomicProposition(""x1"")))"
G(F(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(Eventually(AtomicProposition(""x1"")))"
G!(x1 & !x2),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(Not(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2"")))))"
G!(x1 & !x2),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Negative,"Always(Not(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2"")))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(F(x1)),[x1 = FALSE];[x1 = TRUE];...,Positive,"Always(Eventually(AtomicProposition(""x1"")))"
G(F(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(Eventually(AtomicProposition(""x1"")))"
F(G(x1)),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"Eventually(Always(AtomicProposition(""x1"")))"
F(G(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(Always(AtomicProposition(""x1"")))"
G(F(x1)) -> G(F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
G(F(x1)) -> G(F(x2)),"[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
G (x1 & x2 & x3 -> (x2 U x4)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x2""), AtomicProposition(""x4""))))"
G (x1 & x2 & x3 -> (x2 U x4)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];...",Negative,"Always(LImplies(LAnd(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")),AtomicProposition(""x3"")),Until(AtomicProposition(""x2""), AtomicProposition(""x4""))))"
G(F(x1)) &G(F(x2)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"LAnd(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
G(F(x1)) &G(F(x2)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];...",Negative,"LAnd(Always(Eventually(AtomicProposition(""x1""))),Always(Eventually(AtomicProposition(""x2""))))"
G(x2->X(!x2 U x1)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = FALSE, x2 = FALSE, x3 = FALSE, x4 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x2""),Next(Until(Not(AtomicProposition(""x2"")), AtomicProposition(""x1"")))))"
G(x2->X(!x2 U x1)),"[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = TRUE];[x1 = TRUE, x2 = TRUE, x3 = TRUE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE, x4 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x2""),Next(Until(Not(AtomicProposition(""x2"")), AtomicProposition(""x1"")))))"
G (x1 -> X(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))"
G (x1 -> X(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x2""))))"
G(x3 & x2 -> x1),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"Always(LImplies(LAnd(AtomicProposition(""x3""),AtomicProposition(""x2"")),AtomicProposition(""x1"")))"
G(x3 & x2 -> x1),"[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"Always(LImplies(LAnd(AtomicProposition(""x3""),AtomicProposition(""x2"")),AtomicProposition(""x1"")))"
X(X(X(X(F(x1))))),[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];...,Positive,"Next(Next(Next(Next(Eventually(AtomicProposition(""x1""))))))"
X(X(X(X(F(x1))))),[x1 = FALSE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];...,Negative,"Next(Next(Next(Next(Eventually(AtomicProposition(""x1""))))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> F(x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Eventually(AtomicProposition(""x2""))))"
G(x1 -> X(!x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];...,Positive,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
G(x1 -> X(!x1) & X(X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(LImplies(AtomicProposition(""x1""),LAnd(Next(Not(AtomicProposition(""x1""))),Next(Next(AtomicProposition(""x1""))))))"
F(x1) & G(!x2),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LAnd(Eventually(AtomicProposition(""x1"")),Always(Not(AtomicProposition(""x2""))))"
F(x1) & G(!x2),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LAnd(Eventually(AtomicProposition(""x1"")),Always(Not(AtomicProposition(""x2""))))"
G(x1 -> X(!x1 U x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LImplies(AtomicProposition(""x1""),Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x2"")))))"
G(x1 -> X(!x1 U x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LImplies(AtomicProposition(""x1""),Next(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x2"")))))"
F(x1 -> G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"Eventually(LImplies(AtomicProposition(""x1""),Always(AtomicProposition(""x2""))))"
F(x1 -> G(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Eventually(LImplies(AtomicProposition(""x1""),Always(AtomicProposition(""x2""))))"
F(x1 & G(!x2)),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"Eventually(LAnd(AtomicProposition(""x1""),Always(Not(AtomicProposition(""x2"")))))"
F(x1 & G(!x2)),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Eventually(LAnd(AtomicProposition(""x1""),Always(Not(AtomicProposition(""x2"")))))"
F(x1) -> G(x2),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x2"")))"
F(x1) -> G(x2),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Negative,"LImplies(Eventually(AtomicProposition(""x1"")),Always(AtomicProposition(""x2"")))"
G(!x1 & F(x1)),True,Positive,"Always(LAnd(Not(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x1""))))"
G(!x1 & F(x1)),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(LAnd(Not(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x1""))))"
G(x1 -> X(!x1)) & G(!x1 -> X(x1)),[x1 = TRUE];[x1 = FALSE];...,Positive,"LAnd(Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),Always(LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))"
G(x1 -> X(!x1)) & G(!x1 -> X(x1)),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Negative,"LAnd(Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),Always(LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))"
G(X(x1) <-> (x2 <-> X(!x2))),"[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"Always(LEquiv(Next(AtomicProposition(""x1"")),LEquiv(AtomicProposition(""x2""),Next(Not(AtomicProposition(""x2""))))))"
G(X(x1) <-> (x2 <-> X(!x2))),"[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];...",Negative,"Always(LEquiv(Next(AtomicProposition(""x1"")),LEquiv(AtomicProposition(""x2""),Next(Not(AtomicProposition(""x2""))))))"
x1 -> (X(x1) & X(X(x1)) & X(X(X(!x1)))),[x1 = TRUE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),LAnd(LAnd(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))),Next(Next(Next(Not(AtomicProposition(""x1"")))))))"
x1 -> (X(x1) & X(X(x1)) & X(X(X(!x1)))),[x1 = TRUE];[x1 = TRUE];...,Negative,"LImplies(AtomicProposition(""x1""),LAnd(LAnd(Next(AtomicProposition(""x1"")),Next(Next(AtomicProposition(""x1"")))),Next(Next(Next(Not(AtomicProposition(""x1"")))))))"
G(x1 -> X(!x1)),[x1 = TRUE];[x1 = FALSE];...,Positive,"Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1"")))))"
G(x1 -> X(!x1)),[x1 = TRUE];[x1 = TRUE];...,Negative,"Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1"")))))"
G((x1 U !x1) & (F(!x1 U x1)) ),[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1"")))))"
G((x1 U !x1) & (F(!x1 U x1)) ),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"Always(LAnd(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1""))),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x1"")))))"
F(x1->(X(X(G(!x1)))) | G(!x1)),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Eventually(LImplies(AtomicProposition(""x1""),LOr(Next(Next(Always(Not(AtomicProposition(""x1""))))),Always(Not(AtomicProposition(""x1""))))))"
F(x1->(X(X(G(!x1)))) | G(!x1)),[x1 = TRUE];[x1 = TRUE];...,Negative,"Eventually(LImplies(AtomicProposition(""x1""),LOr(Next(Next(Always(Not(AtomicProposition(""x1""))))),Always(Not(AtomicProposition(""x1""))))))"
G((x1 & x2) U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = FALSE, x3 = TRUE];...",Positive,"Always(Until(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")), AtomicProposition(""x3"")))"
G((x1 & x2) U x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = TRUE, x3 = FALSE];...",Negative,"Always(Until(LAnd(AtomicProposition(""x1""),AtomicProposition(""x2"")), AtomicProposition(""x3"")))"
F(F(x1)),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"Eventually(Eventually(AtomicProposition(""x1"")))"
F(F(x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(Eventually(AtomicProposition(""x1"")))"
F(G(x1->X!x1) & G(!x1->X(x1))),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = FALSE];...,Positive,"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),Always(LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1""))))))"
F(G(x1->X!x1) & G(!x1->X(x1))),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];[x1 = FALSE];[x1 = TRUE];...,Negative,"Eventually(LAnd(Always(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1""))))),Always(LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1""))))))"
x1 U (x2 & X(X(x2))),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];...",Positive,"Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""),Next(Next(AtomicProposition(""x2"")))))"
x1 U (x2 & X(X(x2))),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""),Next(Next(AtomicProposition(""x2"")))))"
G(G(x1) | F(!x1)),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"Always(LOr(Always(AtomicProposition(""x1"")),Eventually(Not(AtomicProposition(""x1"")))))"
G(G(x1) | F(!x1)),True,Negative,"Always(LOr(Always(AtomicProposition(""x1"")),Eventually(Not(AtomicProposition(""x1"")))))"
G(x1 | x2) & x1 U x2 & x2 U x1,"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = TRUE];...",Positive,"LAnd(LAnd(Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))),Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Until(AtomicProposition(""x2""), AtomicProposition(""x1"")))"
G(x1 | x2) & x1 U x2 & x2 U x1,"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"LAnd(LAnd(Always(LOr(AtomicProposition(""x1""),AtomicProposition(""x2""))),Until(AtomicProposition(""x1""), AtomicProposition(""x2""))),Until(AtomicProposition(""x2""), AtomicProposition(""x1"")))"
G(x1 -> X(x2 | X3)) & G(x1-> (!x2 & !x3)),"[X3 = FALSE, x1 = TRUE, x2 = FALSE, x3 = FALSE];[X3 = TRUE, x1 = FALSE, x2 = FALSE, x3 = FALSE];[X3 = FALSE, x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"LAnd(Always(LImplies(AtomicProposition(""x1""),Next(LOr(AtomicProposition(""x2""),AtomicProposition(""X3""))))),Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))))"
G(x1 -> X(x2 | X3)) & G(x1-> (!x2 & !x3)),"[X3 = FALSE, x1 = TRUE, x2 = TRUE, x3 = FALSE];[X3 = FALSE, x1 = TRUE, x2 = FALSE, x3 = FALSE];[X3 = TRUE, x1 = FALSE, x2 = FALSE, x3 = FALSE];[X3 = FALSE, x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"LAnd(Always(LImplies(AtomicProposition(""x1""),Next(LOr(AtomicProposition(""x2""),AtomicProposition(""X3""))))),Always(LImplies(AtomicProposition(""x1""),LAnd(Not(AtomicProposition(""x2"")),Not(AtomicProposition(""x3""))))))"
F(x2) -> !x2 U (x1 & x3),"[x1 = TRUE, x2 = TRUE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"LImplies(Eventually(AtomicProposition(""x2"")),Until(Not(AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""),AtomicProposition(""x3""))))"
F(x2) -> !x2 U (x1 & x3),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"LImplies(Eventually(AtomicProposition(""x2"")),Until(Not(AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""),AtomicProposition(""x3""))))"
!F(!x1),[x1 = TRUE];[x1 = TRUE];...,Positive,"Not(Eventually(Not(AtomicProposition(""x1""))))"
!F(!x1),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"Not(Eventually(Not(AtomicProposition(""x1""))))"
G(x1 & (G(x2) U x1) & F(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = TRUE];...",Positive,"Always(LAnd(LAnd(AtomicProposition(""x1""),Until(Always(AtomicProposition(""x2"")), AtomicProposition(""x1""))),Eventually(AtomicProposition(""x2""))))"
G(x1 & (G(x2) U x1) & F(x2)),"[x1 = TRUE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"Always(LAnd(LAnd(AtomicProposition(""x1""),Until(Always(AtomicProposition(""x2"")), AtomicProposition(""x1""))),Eventually(AtomicProposition(""x2""))))"
G(x1& !x2) & F(x3),"[x1 = TRUE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Positive,"LAnd(Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2"")))),Eventually(AtomicProposition(""x3"")))"
G(x1& !x2) & F(x3),"[x1 = FALSE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];[x1 = TRUE, x2 = FALSE, x3 = FALSE];...",Negative,"LAnd(Always(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2"")))),Eventually(AtomicProposition(""x3"")))"
G(F(x1)) -> F(G(x1)),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Eventually(Always(AtomicProposition(""x1""))))"
G(F(x1)) -> F(G(x1)),[x1 = FALSE];[x1 = TRUE];...,Negative,"LImplies(Always(Eventually(AtomicProposition(""x1""))),Eventually(Always(AtomicProposition(""x1""))))"
x1 & !x2 -> F(!x1 U x2 ),"[x1 = TRUE, x2 = TRUE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = TRUE];...",Positive,"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x2""))))"
x1 & !x2 -> F(!x1 U x2 ),"[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Negative,"LImplies(LAnd(AtomicProposition(""x1""),Not(AtomicProposition(""x2""))),Eventually(Until(Not(AtomicProposition(""x1"")), AtomicProposition(""x2""))))"
(F(x1) & F(x2)) -> G(x1 -> x2 & x2 -> x1),"[x1 = TRUE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Positive,"LImplies(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Always(LImplies(AtomicProposition(""x1""),LImplies(LAnd(AtomicProposition(""x2""),AtomicProposition(""x2"")),AtomicProposition(""x1"")))))"
(F(x1) & F(x2)) -> G(x1 -> x2 & x2 -> x1),True,Negative,"LImplies(LAnd(Eventually(AtomicProposition(""x1"")),Eventually(AtomicProposition(""x2""))),Always(LImplies(AtomicProposition(""x1""),LImplies(LAnd(AtomicProposition(""x2""),AtomicProposition(""x2"")),AtomicProposition(""x1"")))))"
!(G(x1)) U G(!x1),[x1 = FALSE];[x1 = FALSE];...,Positive,"Until(Not(Always(AtomicProposition(""x1""))), Always(Not(AtomicProposition(""x1""))))"
!(G(x1)) U G(!x1),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"Until(Not(Always(AtomicProposition(""x1""))), Always(Not(AtomicProposition(""x1""))))"
F(x1) -> G(x1 U !x1),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(Eventually(AtomicProposition(""x1"")),Always(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1"")))))"
F(x1) -> G(x1 U !x1),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Negative,"LImplies(Eventually(AtomicProposition(""x1"")),Always(Until(AtomicProposition(""x1""), Not(AtomicProposition(""x1"")))))"
G((x1 -> X(!x1)) & (!x1 -> X(x1))),[x1 = TRUE];[x1 = FALSE];...,Positive,"Always(LAnd(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1"")))),LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))"
G((x1 -> X(!x1)) & (!x1 -> X(x1))),[x1 = TRUE];[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Negative,"Always(LAnd(LImplies(AtomicProposition(""x1""),Next(Not(AtomicProposition(""x1"")))),LImplies(Not(AtomicProposition(""x1"")),Next(AtomicProposition(""x1"")))))"
G(F(X(x1))),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Positive,"Always(Eventually(Next(AtomicProposition(""x1""))))"
G(F(X(x1))),[x1 = FALSE];[x1 = FALSE];...,Negative,"Always(Eventually(Next(AtomicProposition(""x1""))))"
G(x1) & G(!x1),True,Positive,"LAnd(Always(AtomicProposition(""x1"")),Always(Not(AtomicProposition(""x1""))))"
G(x1) & G(!x1),[x1 = FALSE];[x1 = FALSE];...,Negative,"LAnd(Always(AtomicProposition(""x1"")),Always(Not(AtomicProposition(""x1""))))"
X(X(x1))->X(x1),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(Next(Next(AtomicProposition(""x1""))),Next(AtomicProposition(""x1"")))"
X(X(x1))->X(x1),[x1 = FALSE];[x1 = FALSE];[x1 = TRUE];...,Negative,"LImplies(Next(Next(AtomicProposition(""x1""))),Next(AtomicProposition(""x1"")))"
F(x1 & G(!x1)),True,Positive,"Eventually(LAnd(AtomicProposition(""x1""),Always(Not(AtomicProposition(""x1"")))))"
F(x1 & G(!x1)),[x1 = FALSE];[x1 = FALSE];...,Negative,"Eventually(LAnd(AtomicProposition(""x1""),Always(Not(AtomicProposition(""x1"")))))"
G(F(x2) U X(x1)),"[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];[x1 = TRUE, x2 = FALSE];...",Positive,"Always(Until(Eventually(AtomicProposition(""x2"")), Next(AtomicProposition(""x1""))))"
G(F(x2) U X(x1)),"[x1 = FALSE, x2 = TRUE];[x1 = FALSE, x2 = FALSE];[x1 = FALSE, x2 = FALSE];...",Negative,"Always(Until(Eventually(AtomicProposition(""x2"")), Next(AtomicProposition(""x1""))))"
X(G(x1)) -> F(x1),[x1 = FALSE];[x1 = TRUE];[x1 = TRUE];...,Positive,"LImplies(Next(Always(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1"")))"
X(G(x1)) -> F(x1),True,Negative,"LImplies(Next(Always(AtomicProposition(""x1""))),Eventually(AtomicProposition(""x1"")))"
x3 U ((x1 | G(x3)) & F(x2)),"[x1 = TRUE, x2 = TRUE, x3 = FALSE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];[x1 = FALSE, x2 = TRUE, x3 = TRUE];...",Positive,"Until(AtomicProposition(""x3""), LAnd(LOr(AtomicProposition(""x1""),Always(AtomicProposition(""x3""))),Eventually(AtomicProposition(""x2""))))"
x3 U ((x1 | G(x3)) & F(x2)),"[x1 = TRUE, x2 = FALSE, x3 = TRUE];[x1 = TRUE, x2 = FALSE, x3 = TRUE];...",Negative,"Until(AtomicProposition(""x3""), LAnd(LOr(AtomicProposition(""x1""),Always(AtomicProposition(""x3""))),Eventually(AtomicProposition(""x2""))))"
x1 -> X(x1),[x1 = FALSE];[x1 = FALSE];...,Positive,"LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1"")))"
x1 -> X(x1),[x1 = TRUE];[x1 = FALSE];...,Negative,"LImplies(AtomicProposition(""x1""),Next(AtomicProposition(""x1"")))"
